 Percent |	Source code & Disassembly of go for cpu-clock (19 samples, percent: local period)
-------------------------------------------------------------------------------------------------
         :
         :
         :
         : 3      Disassembly of section .text:
         :
         : 5      0000000000536418 <crypto/internal/fips140/sha256.block.abi0>:
         : 6      crypto/internal/fips140/sha256.block.abi0():
    0.00 :   53968c: or      t2,t6,t2
    0.00 :   539690: srliw   t6,t1,0x12
    0.00 :   539694: slliw   s0,t1,0xe
    0.00 :   539698: or      s0,t6,s0
    0.00 :   53969c: srli    t1,t1,0x3
    0.00 :   5396a0: xor     t1,t1,t2
    0.00 :   5396a4: xor     t1,t1,s0
    0.00 :   5396a8: add     t0,t0,t1
    0.00 :   5396aa: add     t0,t0,s5
    0.00 :   5396ac: sw      t0,44(s3)
    0.00 :   5396b0: lwu     s0,236(s2)
    0.00 :   5396b4: add     a4,a4,t0
    0.00 :   5396b6: srliw   t6,a1,0x6
    0.00 :   5396ba: slliw   t1,a1,0x1a
    0.00 :   5396be: or      t1,t6,t1
    0.00 :   5396c2: add     a4,a4,s0
    0.00 :   5396c4: srliw   t6,a1,0xb
    0.00 :   5396c8: slliw   t2,a1,0x15
    0.00 :   5396cc: or      t2,t6,t2
    0.00 :   5396d0: srliw   t6,a1,0x19
    0.00 :   5396d4: slliw   s0,a1,0x7
    0.00 :   5396d8: or      s0,t6,s0
    0.00 :   5396dc: xor     t1,t1,t2
    0.00 :   5396e0: xor     t0,a3,a2
    0.00 :   5396e4: xor     t1,t1,s0
    0.00 :   5396e8: and     t0,t0,a1
    0.00 :   5396ec: add     a4,a4,t1
    0.00 :   5396ee: xor     t0,t0,a3
    0.00 :   5396f2: add     t0,t0,a4
    0.00 :   5396f4: srliw   t6,a5,0x2
    0.00 :   5396f8: slliw   t1,a5,0x1e
    0.00 :   5396fc: or      t1,t6,t1
    0.00 :   539700: srliw   t6,a5,0xd
    0.00 :   539704: slliw   t2,a5,0x13
    0.00 :   539708: or      t2,t6,t2
    0.00 :   53970c: srliw   t6,a5,0x16
    0.00 :   539710: slliw   s0,a5,0xa
    0.00 :   539714: or      s0,t6,s0
    0.00 :   539718: xor     t1,t1,t2
    0.00 :   53971c: xor     s1,a7,a6
    0.00 :   539720: and     t2,a7,a6
    0.00 :   539724: and     s1,s1,a5
    0.00 :   539726: xor     t1,t1,s0
    0.00 :   53972a: xor     s1,s1,t2
    0.00 :   53972e: add     t1,t1,s1
    0.00 :   539730: add     a0,a0,t0
    0.00 :   539732: add     a4,t0,t1
    0.00 :   539736: lwu     t0,40(s3)
    0.00 :   53973a: lwu     t1,52(s3)
    0.00 :   53973e: lwu     s1,20(s3)
    0.00 :   539742: lwu     s5,48(s3)
    0.00 :   539746: srliw   t6,t0,0x11
    0.00 :   53974a: slliw   t2,t0,0xf
    0.00 :   53974e: or      t2,t6,t2
    0.00 :   539752: srliw   t6,t0,0x13
    0.00 :   539756: slliw   s0,t0,0xd
    0.00 :   53975a: or      s0,t6,s0
    0.00 :   53975e: srli    t0,t0,0xa
    0.00 :   539762: xor     t0,t0,t2
    0.00 :   539766: xor     t0,t0,s0
    0.00 :   53976a: add     t0,t0,s1
    0.00 :   53976c: srliw   t6,t1,0x7
    0.00 :   539770: slliw   t2,t1,0x19
    0.00 :   539774: or      t2,t6,t2
    0.00 :   539778: srliw   t6,t1,0x12
    0.00 :   53977c: slliw   s0,t1,0xe
    0.00 :   539780: or      s0,t6,s0
    0.00 :   539784: srli    t1,t1,0x3
    0.00 :   539788: xor     t1,t1,t2
    0.00 :   53978c: xor     t1,t1,s0
    0.00 :   539790: add     t0,t0,t1
    0.00 :   539792: add     t0,t0,s5
    0.00 :   539794: sw      t0,48(s3)
    0.00 :   539798: lwu     s0,240(s2)
    0.00 :   53979c: add     a3,a3,t0
    0.00 :   53979e: srliw   t6,a0,0x6
    0.00 :   5397a2: slliw   t1,a0,0x1a
    0.00 :   5397a6: or      t1,t6,t1
    0.00 :   5397aa: add     a3,a3,s0
    0.00 :   5397ac: srliw   t6,a0,0xb
    0.00 :   5397b0: slliw   t2,a0,0x15
    0.00 :   5397b4: or      t2,t6,t2
    0.00 :   5397b8: srliw   t6,a0,0x19
    0.00 :   5397bc: slliw   s0,a0,0x7
    0.00 :   5397c0: or      s0,t6,s0
    0.00 :   5397c4: xor     t1,t1,t2
    0.00 :   5397c8: xor     t0,a2,a1
    0.00 :   5397cc: xor     t1,t1,s0
    0.00 :   5397d0: and     t0,t0,a0
    0.00 :   5397d4: add     a3,a3,t1
    0.00 :   5397d6: xor     t0,t0,a2
    0.00 :   5397da: add     t0,t0,a3
    0.00 :   5397dc: srliw   t6,a4,0x2
    5.26 :   5397e0: slliw   t1,a4,0x1e
    0.00 :   5397e4: or      t1,t6,t1
    0.00 :   5397e8: srliw   t6,a4,0xd
    0.00 :   5397ec: slliw   t2,a4,0x13
    0.00 :   5397f0: or      t2,t6,t2
    0.00 :   5397f4: srliw   t6,a4,0x16
    0.00 :   5397f8: slliw   s0,a4,0xa
    0.00 :   5397fc: or      s0,t6,s0
    0.00 :   539800: xor     t1,t1,t2
    0.00 :   539804: xor     s1,a6,a5
    0.00 :   539808: and     t2,a6,a5
    0.00 :   53980c: and     s1,s1,a4
    0.00 :   53980e: xor     t1,t1,s0
    0.00 :   539812: xor     s1,s1,t2
    0.00 :   539816: add     t1,t1,s1
    0.00 :   539818: add     a7,a7,t0
    0.00 :   53981a: add     a3,t0,t1
    0.00 :   53981e: lwu     t0,44(s3)
    0.00 :   539822: lwu     t1,56(s3)
    0.00 :   539826: lwu     s1,24(s3)
    0.00 :   53982a: lwu     s5,52(s3)
    0.00 :   53982e: srliw   t6,t0,0x11
    0.00 :   539832: slliw   t2,t0,0xf
    0.00 :   539836: or      t2,t6,t2
    0.00 :   53983a: srliw   t6,t0,0x13
    0.00 :   53983e: slliw   s0,t0,0xd
    0.00 :   539842: or      s0,t6,s0
    0.00 :   539846: srli    t0,t0,0xa
    0.00 :   53984a: xor     t0,t0,t2
    0.00 :   53984e: xor     t0,t0,s0
    0.00 :   539852: add     t0,t0,s1
    0.00 :   539854: srliw   t6,t1,0x7
    0.00 :   539858: slliw   t2,t1,0x19
    0.00 :   53985c: or      t2,t6,t2
    0.00 :   539860: srliw   t6,t1,0x12
    0.00 :   539864: slliw   s0,t1,0xe
    0.00 :   539868: or      s0,t6,s0
    0.00 :   53986c: srli    t1,t1,0x3
    0.00 :   539870: xor     t1,t1,t2
    0.00 :   539874: xor     t1,t1,s0
    0.00 :   539878: add     t0,t0,t1
    0.00 :   53987a: add     t0,t0,s5
    0.00 :   53987c: sw      t0,52(s3)
    0.00 :   539880: lwu     s0,244(s2)
    0.00 :   539884: add     a2,a2,t0
    0.00 :   539886: srliw   t6,a7,0x6
    0.00 :   53988a: slliw   t1,a7,0x1a
    0.00 :   53988e: or      t1,t6,t1
    0.00 :   539892: add     a2,a2,s0
    0.00 :   539894: srliw   t6,a7,0xb
    0.00 :   539898: slliw   t2,a7,0x15
    0.00 :   53989c: or      t2,t6,t2
    0.00 :   5398a0: srliw   t6,a7,0x19
    0.00 :   5398a4: slliw   s0,a7,0x7
    0.00 :   5398a8: or      s0,t6,s0
    0.00 :   5398ac: xor     t1,t1,t2
    0.00 :   5398b0: xor     t0,a1,a0
    0.00 :   5398b4: xor     t1,t1,s0
    0.00 :   5398b8: and     t0,t0,a7
    0.00 :   5398bc: add     a2,a2,t1
    0.00 :   5398be: xor     t0,t0,a1
    0.00 :   5398c2: add     t0,t0,a2
    0.00 :   5398c4: srliw   t6,a3,0x2
    0.00 :   5398c8: slliw   t1,a3,0x1e
    0.00 :   5398cc: or      t1,t6,t1
    0.00 :   5398d0: srliw   t6,a3,0xd
    0.00 :   5398d4: slliw   t2,a3,0x13
    0.00 :   5398d8: or      t2,t6,t2
    0.00 :   5398dc: srliw   t6,a3,0x16
    0.00 :   5398e0: slliw   s0,a3,0xa
    0.00 :   5398e4: or      s0,t6,s0
    0.00 :   5398e8: xor     t1,t1,t2
    0.00 :   5398ec: xor     s1,a5,a4
    0.00 :   5398f0: and     t2,a5,a4
    0.00 :   5398f4: and     s1,s1,a3
    0.00 :   5398f6: xor     t1,t1,s0
    0.00 :   5398fa: xor     s1,s1,t2
    0.00 :   5398fe: add     t1,t1,s1
    0.00 :   539900: add     a6,a6,t0
    0.00 :   539902: add     a2,t0,t1
    0.00 :   539906: lwu     t0,48(s3)
    0.00 :   53990a: lwu     t1,60(s3)
    0.00 :   53990e: lwu     s1,28(s3)
    0.00 :   539912: lwu     s5,56(s3)
    0.00 :   539916: srliw   t6,t0,0x11
    0.00 :   53991a: slliw   t2,t0,0xf
    0.00 :   53991e: or      t2,t6,t2
    0.00 :   539922: srliw   t6,t0,0x13
    0.00 :   539926: slliw   s0,t0,0xd
    0.00 :   53992a: or      s0,t6,s0
    0.00 :   53992e: srli    t0,t0,0xa
    0.00 :   539932: xor     t0,t0,t2
    0.00 :   539936: xor     t0,t0,s0
    0.00 :   53993a: add     t0,t0,s1
    0.00 :   53993c: srliw   t6,t1,0x7
    0.00 :   539940: slliw   t2,t1,0x19
    0.00 :   539944: or      t2,t6,t2
    0.00 :   539948: srliw   t6,t1,0x12
    0.00 :   53994c: slliw   s0,t1,0xe
    0.00 :   539950: or      s0,t6,s0
    0.00 :   539954: srli    t1,t1,0x3
    0.00 :   539958: xor     t1,t1,t2
    0.00 :   53995c: xor     t1,t1,s0
    0.00 :   539960: add     t0,t0,t1
    0.00 :   539962: add     t0,t0,s5
    0.00 :   539964: sw      t0,56(s3)
    0.00 :   539968: lwu     s0,248(s2)
    0.00 :   53996c: add     a1,a1,t0
    0.00 :   53996e: srliw   t6,a6,0x6
    0.00 :   539972: slliw   t1,a6,0x1a
    0.00 :   539976: or      t1,t6,t1
    0.00 :   53997a: add     a1,a1,s0
    0.00 :   53997c: srliw   t6,a6,0xb
    0.00 :   539980: slliw   t2,a6,0x15
    0.00 :   539984: or      t2,t6,t2
    0.00 :   539988: srliw   t6,a6,0x19
    0.00 :   53998c: slliw   s0,a6,0x7
    0.00 :   539990: or      s0,t6,s0
    0.00 :   539994: xor     t1,t1,t2
    0.00 :   539998: xor     t0,a0,a7
    0.00 :   53999c: xor     t1,t1,s0
    0.00 :   5399a0: and     t0,t0,a6
    0.00 :   5399a4: add     a1,a1,t1
    0.00 :   5399a6: xor     t0,t0,a0
    0.00 :   5399aa: add     t0,t0,a1
    0.00 :   5399ac: srliw   t6,a2,0x2
    0.00 :   5399b0: slliw   t1,a2,0x1e
    0.00 :   5399b4: or      t1,t6,t1
    0.00 :   5399b8: srliw   t6,a2,0xd
    0.00 :   5399bc: slliw   t2,a2,0x13
    0.00 :   5399c0: or      t2,t6,t2
    0.00 :   5399c4: srliw   t6,a2,0x16
    0.00 :   5399c8: slliw   s0,a2,0xa
    0.00 :   5399cc: or      s0,t6,s0
    0.00 :   5399d0: xor     t1,t1,t2
    0.00 :   5399d4: xor     s1,a4,a3
    0.00 :   5399d8: and     t2,a4,a3
    0.00 :   5399dc: and     s1,s1,a2
    0.00 :   5399de: xor     t1,t1,s0
    0.00 :   5399e2: xor     s1,s1,t2
    0.00 :   5399e6: add     t1,t1,s1
    0.00 :   5399e8: add     a5,a5,t0
    0.00 :   5399ea: add     a1,t0,t1
    0.00 :   5399ee: lwu     t0,52(s3)
    0.00 :   5399f2: lwu     t1,0(s3)
    0.00 :   5399f6: lwu     s1,32(s3)
    0.00 :   5399fa: lwu     s5,60(s3)
    0.00 :   5399fe: srliw   t6,t0,0x11
    0.00 :   539a02: slliw   t2,t0,0xf
    0.00 :   539a06: or      t2,t6,t2
    0.00 :   539a0a: srliw   t6,t0,0x13
    0.00 :   539a0e: slliw   s0,t0,0xd
    0.00 :   539a12: or      s0,t6,s0
    0.00 :   539a16: srli    t0,t0,0xa
    0.00 :   539a1a: xor     t0,t0,t2
    0.00 :   539a1e: xor     t0,t0,s0
    0.00 :   539a22: add     t0,t0,s1
    0.00 :   539a24: srliw   t6,t1,0x7
    0.00 :   539a28: slliw   t2,t1,0x19
    0.00 :   539a2c: or      t2,t6,t2
    0.00 :   539a30: srliw   t6,t1,0x12
    0.00 :   539a34: slliw   s0,t1,0xe
    0.00 :   539a38: or      s0,t6,s0
    0.00 :   539a3c: srli    t1,t1,0x3
    0.00 :   539a40: xor     t1,t1,t2
    0.00 :   539a44: xor     t1,t1,s0
    0.00 :   539a48: add     t0,t0,t1
    0.00 :   539a4a: add     t0,t0,s5
    0.00 :   539a4c: sw      t0,60(s3)
    0.00 :   539a50: lwu     s0,252(s2)
    0.00 :   539a54: add     a0,a0,t0
    0.00 :   539a56: srliw   t6,a5,0x6
    0.00 :   539a5a: slliw   t1,a5,0x1a
    0.00 :   539a5e: or      t1,t6,t1
    0.00 :   539a62: add     a0,a0,s0
    0.00 :   539a64: srliw   t6,a5,0xb
    0.00 :   539a68: slliw   t2,a5,0x15
    0.00 :   539a6c: or      t2,t6,t2
    0.00 :   539a70: srliw   t6,a5,0x19
    0.00 :   539a74: slliw   s0,a5,0x7
    0.00 :   539a78: or      s0,t6,s0
    0.00 :   539a7c: xor     t1,t1,t2
    0.00 :   539a80: xor     t0,a7,a6
    0.00 :   539a84: xor     t1,t1,s0
    0.00 :   539a88: and     t0,t0,a5
    0.00 :   539a8c: add     a0,a0,t1
    0.00 :   539a8e: xor     t0,t0,a7
    0.00 :   539a92: add     t0,t0,a0
    0.00 :   539a94: srliw   t6,a1,0x2
    0.00 :   539a98: slliw   t1,a1,0x1e
    0.00 :   539a9c: or      t1,t6,t1
    0.00 :   539aa0: srliw   t6,a1,0xd
    0.00 :   539aa4: slliw   t2,a1,0x13
    0.00 :   539aa8: or      t2,t6,t2
    0.00 :   539aac: srliw   t6,a1,0x16
    0.00 :   539ab0: slliw   s0,a1,0xa
    0.00 :   539ab4: or      s0,t6,s0
    0.00 :   539ab8: xor     t1,t1,t2
    0.00 :   539abc: xor     s1,a3,a2
    0.00 :   539ac0: and     t2,a3,a2
    0.00 :   539ac4: and     s1,s1,a1
    0.00 :   539ac6: xor     t1,t1,s0
    0.00 :   539aca: xor     s1,s1,t2
    0.00 :   539ace: add     t1,t1,s1
    0.00 :   539ad0: add     a4,a4,t0
    0.00 :   539ad2: add     a0,t0,t1
    0.00 :   539ad6: lwu     t0,0(s4)
    0.00 :   539ada: lwu     t1,4(s4)
    0.00 :   539ade: lwu     t2,8(s4)
    0.00 :   539ae2: lwu     s0,12(s4)
    5.26 :   539ae6: add     a0,a0,t0
    0.00 :   539ae8: add     a1,a1,t1
    0.00 :   539aea: add     a2,a2,t2
    0.00 :   539aec: add     a3,a3,s0
    0.00 :   539aee: sw      a0,0(s4)
    0.00 :   539af2: sw      a1,4(s4)
    0.00 :   539af6: sw      a2,8(s4)
    0.00 :   539afa: sw      a3,12(s4)
    0.00 :   539afe: lwu     t0,16(s4)
    0.00 :   539b02: lwu     t1,20(s4)
    0.00 :   539b06: lwu     t2,24(s4)
    0.00 :   539b0a: lwu     s0,28(s4)
    0.00 :   539b0e: add     a4,a4,t0
    0.00 :   539b10: add     a5,a5,t1
    0.00 :   539b12: add     a6,a6,t2
    0.00 :   539b14: add     a7,a7,s0
    0.00 :   539b16: sw      a4,16(s4)
    0.00 :   539b1a: sw      a5,20(s4)
    0.00 :   539b1e: sw      a6,24(s4)
    0.00 :   539b22: sw      a7,28(s4)
    0.00 :   539b26: addi    t4,t4,64
    0.00 :   539b2a: beq     t3,t4,539b32 <crypto/internal/fips140/sha256.block.abi0+0x371a>
    0.00 :   539b2e: j       536476 <crypto/internal/fips140/sha256.block.abi0+0x5e>
    0.00 :   539b32: ld      ra,0(sp)
    0.00 :   539b34: addi    sp,sp,72
    0.00 :   539b38: ret
